POS,PLAYER,RUNS,MAT,INNS,NO,HS,AVG,BF,SR,100,50,4S,6S,Year
22,"Albie Morkel
CSK",241,13,10,3,71,34.42,163,147.85,0,1,18,14,2008
23,"Mark Boucher
RCB",225,10,10,3,50*,32.14,177,127.11,0,1,24,6,2008
24,"James Hopes
PBKS",221,11,11,0,71,20.09,148,149.32,0,2,27,8,2008
25,"Abhishek Nayar
MI",206,14,10,2,45*,25.75,138,149.27,0,0,16,9,2008
26,"Jacques Kallis
RCB",199,11,11,0,54,18.09,183,108.74,0,1,23,4,2008
27,"Stephen Fleming
CSK",196,10,10,1,45,21.77,164,119.51,0,0,27,3,2008
28,"Salman Butt
KKR",193,7,7,0,73,27.57,161,119.87,0,1,30,2,2008
29,"Subramaniam Badrinath
CSK",192,16,11,5,64,32.00,130,147.69,0,2,21,8,2008
30,"Matthew Hayden
CSK",189,4,4,1,81,63.00,131,144.27,0,2,24,6,2008
31,"Brendon McCullum
KKR",188,4,4,1,158*,62.66,92,204.34,1,0,13,15,2008
32,"Sachin Tendulkar
MI",188,7,7,1,65,31.33,177,106.21,0,1,26,2,2008
33,"Mahela Jayawardena
PBKS",179,13,12,5,45*,25.57,131,136.64,0,0,15,7,2008
34,"Dwayne Bravo
MI",178,9,7,1,64*,29.66,134,132.83,0,1,19,5,2008
35,"Mohammad Kaif
RR",176,16,14,3,34*,16.00,171,102.92,0,0,14,6,2008
36,"Michael Hussey
CSK",168,4,3,1,116*,84.00,100,168.00,1,0,12,11,2008
37,"Herschelle Gibbs
DEC",167,9,9,0,47,18.55,153,109.15,0,0,17,8,2008
38,"Virat Kohli
RCB",165,13,12,1,38,15.00,157,105.09,0,0,18,4,2008
39,"Laxmi Ratan Shukla
KKR",163,13,12,4,42,20.37,122,133.60,0,0,17,5,2008
40,"Andrew Symonds
DEC",161,4,3,1,117*,80.50,105,153.33,1,0,15,9,2008
41,"Wriddhiman Saha
KKR",159,12,10,5,59*,31.80,119,133.61,0,1,12,7,2008
42,"VVS Laxman
DEC",155,6,6,1,52,31.00,132,117.42,0,1,22,1,2008
43,"Luke Pomersbach
PBKS",152,5,5,4,79*,152.00,99,153.53,0,1,13,9,2008
44,"Ross Taylor
RCB",149,4,4,0,53,37.25,81,183.95,0,1,13,10,2008
45,"Shaun Pollock
MI",147,13,8,0,33,18.37,111,132.43,0,0,12,8,2008
46,"Vidyut Sivaramakrishnan
CSK",145,9,8,0,54,18.12,109,133.02,0,1,21,3,2008
47,"Dinesh Karthik
DC",145,13,8,2,56*,24.16,107,135.51,0,1,13,4,2008
48,"Ravindra Jadeja
RR",135,14,9,2,36*,19.28,103,131.06,0,0,11,6,2008
49,"Irfan Pathan
PBKS",131,14,10,4,40,21.83,116,112.93,0,0,9,6,2008
50,"Kamran Akmal
RR",128,6,6,1,53*,25.60,78,164.10,0,1,13,8,2008
51,"MF Maharoof
DC",125,10,8,2,39,20.83,79,158.22,0,0,10,7,2008
52,"Misbah-ul-Haq
RCB",117,8,8,1,47*,16.71,81,144.44,0,0,10,6,2008
53,"Wasim Jaffer
RCB",115,6,6,0,50,19.16,104,110.57,0,1,12,3,2008
54,"Cameron White
RCB",114,8,8,1,31*,16.28,102,111.76,0,0,8,4,2008
55,"Scott Styris
DEC",112,8,8,2,36*,18.66,123,91.05,0,0,9,2,2008
56,"Praveen Kumar
RCB",112,13,12,2,34,11.20,98,114.28,0,0,10,6,2008
57,"Dwaraka Ravi Teja
DEC",109,7,6,0,40,18.16,82,132.92,0,0,10,5,2008
58,"Tillakaratne Dilshan
DC",104,7,7,1,33,17.33,79,131.64,0,0,14,3,2008
59,"Manoj Tiwary
DC",104,9,7,3,39,26.00,85,122.35,0,0,16,0,2008
60,"Niraj Patel
RR",103,5,4,2,57,51.50,81,127.16,0,1,13,1,2008
61,"Debabrata Das
KKR",103,6,6,0,31,17.16,94,109.57,0,0,9,5,2008
62,"Simon Katich
PBKS",96,2,2,1,75,96.00,69,139.13,0,1,11,2,2008
63,"AB de Villiers
DC",95,6,6,1,26*,19.00,98,96.93,0,0,5,1,2008
64,"Piyush Chawla
PBKS",90,15,7,3,24*,22.50,59,152.54,0,0,10,3,2008
65,"Shreevats Goswami
RCB",82,4,3,0,52,27.33,85,96.47,0,1,9,1,2008
66,"Shahid Afridi
DEC",81,10,9,1,33,10.12,46,176.08,0,0,7,6,2008
67,"Karan Goel
PBKS",76,7,6,0,26,12.66,78,97.43,0,0,7,4,2008
68,"Ramnaresh Sarwan
PBKS",73,4,4,0,31,18.25,75,97.33,0,0,6,1,2008
69,"Shane Warne
RR",70,15,7,2,22*,14.00,59,118.64,0,0,7,2,2008
70,"Ajit Agarkar
KKR",54,9,6,1,20,10.80,46,117.39,0,0,5,2,2008
71,"Shoaib Malik
DC",52,7,5,1,24,13.00,47,110.63,0,0,5,0,2008
72,"Arjun Yadav
DEC",49,8,6,1,16,9.80,39,125.64,0,0,5,2,2008
73,"Sanjay Bangar
DEC",47,11,7,1,17*,7.83,49,95.91,0,0,1,3,2008
74,"Balachandra Akhil
RCB",46,7,7,4,27*,15.33,31,148.38,0,0,4,3,2008
75,"Dwayne Smith
MI",45,4,3,0,20,15.00,40,112.50,0,0,5,1,2008
76,"Aakash Chopra
KKR",42,5,5,0,24,8.40,52,80.76,0,0,5,0,2008
77,"LPC Silva
DEC",40,3,3,1,23*,20.00,26,153.84,0,0,5,1,2008
78,"Ricky Ponting
KKR",39,4,4,0,20,9.75,53,73.58,0,0,2,1,2008
79,"Dominic Thornely
MI",39,6,4,2,30,19.50,53,73.58,0,0,2,2,2008
80,"Umar Gul
KKR",39,6,4,1,24,13.00,19,205.26,0,0,1,5,2008
81,"Amit Mishra
DC",37,6,3,0,31,12.33,42,88.09,0,0,3,0,2008
82,"Sohail Tanvir
RR",36,11,5,2,13,12.00,29,124.13,0,0,3,1,2008
83,"Manpreet Gony
CSK",35,16,5,4,15*,35.00,23,152.17,0,0,2,3,2008
84,"Luke Ronchi
MI",34,4,4,0,13,8.50,32,106.25,0,0,6,1,2008
85,"Pinal Shah
MI",34,5,4,0,19,8.50,35,97.14,0,0,4,0,2008
86,"Rajat Bhatia
DC",34,9,3,1,17,17.00,28,121.42,0,0,2,2,2008
87,"Mahesh Rawat
RR",34,11,7,3,23*,8.50,39,87.17,0,0,3,1,2008
88,"Zaheer Khan
RCB",34,11,8,4,17*,8.50,43,79.06,0,0,4,0,2008
89,"Dinesh Salunkhe
RR",33,6,3,1,26*,16.50,24,137.50,0,0,5,0,2008
90,"Tatenda Taibu
KKR",31,3,3,0,15,10.33,26,119.23,0,0,3,0,2008
91,"Harbhajan Singh
MI",30,3,3,1,28,15.00,17,176.47,0,0,1,3,2008
92,"Murali Kartik
KKR",30,6,3,0,17,10.00,27,111.11,0,0,3,0,2008
93,"Ramesh Powar
PBKS",28,5,1,1,28*,0.00,21,133.33,0,0,4,1,2008
94,"RP Singh
DEC",27,14,9,5,10,6.75,24,112.50,0,0,2,1,2008
95,"Saurabh Tiwary
MI",26,3,2,0,17,13.00,20,130.00,0,0,3,1,2008
96,"Wilkin Mota
PBKS",26,4,2,1,25,26.00,27,96.29,0,0,2,0,2008
97,"Shivnarine Chanderpaul
RCB",25,3,3,0,16,8.33,31,80.64,0,0,4,0,2008
98,"Vinay Kumar
RCB",25,8,4,1,23,8.33,22,113.63,0,0,2,1,2008
99,"Musavir Khote
MI",24,4,3,1,9,12.00,22,109.09,0,0,2,1,2008
100,"Jagadeesh Arunkumar
RCB",23,3,3,0,22,7.66,23,100.00,0,0,5,0,2008
101,"Chaminda Vaas
DEC",21,5,4,1,12*,7.00,18,116.66,0,0,0,1,2008
102,"Bharat Chipli
RCB",20,3,3,0,10,6.66,28,71.42,0,0,3,0,2008
103,"Mohammad Hafeez
KKR",20,8,3,1,13,10.00,22,90.90,0,0,2,1,2008
104,"Darren Lehmann
RR",18,2,2,0,17,9.00,18,100.00,0,0,3,0,2008
105,"Siddharth Chitnis
MI",18,3,2,0,15,9.00,10,180.00,0,0,1,1,2008
106,"Jacob Oram
CSK",18,4,3,2,13,18.00,12,150.00,0,0,1,1,2008
107,"Brett Lee
PBKS",17,4,3,2,16*,17.00,13,130.76,0,0,2,1,2008
108,"Chamara Kapugedera
CSK",16,5,3,0,8,5.33,23,69.56,0,0,0,0,2008
109,"Joginder Sharma
CSK",16,8,3,1,16,8.00,11,145.45,0,0,1,1,2008
110,"Yo Mahesh
DC",15,11,5,3,6*,7.50,27,55.55,0,0,0,0,2008
111,"Devraj Patil
RCB",13,2,2,0,9,6.50,13,100.00,0,0,1,0,2008
112,"Anil Kumble
RCB",13,10,5,3,8,6.50,17,76.47,0,0,1,0,2008
113,"Brad Hodge
KKR",12,3,3,0,10,4.00,17,70.58,0,0,2,0,2008
114,"Nuwan Zoysa
DEC",11,3,2,1,10*,11.00,9,122.22,0,0,1,0,2008
115,"Makhaya Ntini
CSK",11,9,2,1,11,11.00,18,61.11,0,0,2,0,2008
116,"Ishant Sharma
KKR",11,13,6,5,4*,11.00,11,100.00,0,0,1,0,2008
117,"Taruwar Kohli
RR",10,2,2,0,7,5.00,15,66.66,0,0,0,1,2008
118,"Ashley Noffke
RCB",9,1,1,0,9,9.00,10,90.00,0,0,1,0,2008
119,"Dimitri Mascarenhas
RR",9,1,1,0,9,9.00,8,112.50,0,0,0,1,2008
120,"Tanmay Srivastava
PBKS",8,5,2,1,7,8.00,10,80.00,0,0,0,0,2008
121,"Rohan Raje
MI",8,6,3,3,6*,0.00,9,88.88,0,0,1,0,2008
122,"Sunil Joshi
RCB",6,4,2,0,3,3.00,14,42.85,0,0,0,0,2008
123,"Pankaj Singh
RR",5,5,2,2,4*,0.00,8,62.50,0,0,0,0,2008
124,"Siddharth Trivedi
RR",5,15,3,2,3*,5.00,12,41.66,0,0,0,0,2008
125,"Ajinkya Rahane
MI",4,2,2,0,4,2.00,17,23.52,0,0,1,0,2008
126,"Sunny Sohal
PBKS",4,2,2,0,4,2.00,8,50.00,0,0,0,0,2008
127,"Vikram Singh
PBKS",4,13,2,0,4,2.00,3,133.33,0,0,1,0,2008
128,"Glenn McGrath
DC",4,14,3,2,4*,4.00,5,80.00,0,0,1,0,2008
129,"Younis Khan
RR",3,1,1,0,3,3.00,7,42.85,0,0,0,0,2008
130,"Doddapaneni Kalyankrishna
DEC",3,3,1,0,3,3.00,8,37.50,0,0,0,0,2008
131,"Manish Pandey
MI",3,3,2,0,3,1.50,9,33.33,0,0,0,0,2008
132,"Mohammad Asif
DC",3,8,2,0,3,1.50,6,50.00,0,0,0,0,2008
133,"Ashish Nehra
MI",3,14,4,3,2*,3.00,13,23.07,0,0,0,0,2008
134,"Halhadar Das
DEC",2,1,1,0,2,2.00,5,40.00,0,0,0,0,2008
135,"Vikrant Yeligati
MI",2,2,1,0,2,2.00,2,100.00,0,0,0,0,2008
136,"Shoaib Akhtar
KKR",2,3,1,0,2,2.00,7,28.57,0,0,0,0,2008
137,"Dilhara Fernando
MI",2,5,1,1,2*,0.00,1,200.00,0,0,0,0,2008
138,"Pradeep Sangwan
DC",2,7,2,0,2,1.00,5,40.00,0,0,0,0,2008
139,"Dale Steyn
RCB",2,10,2,1,1*,2.00,5,40.00,0,0,0,0,2008
140,"Dhawal Kulkarni
MI",2,10,1,1,2*,0.00,16,12.50,0,0,0,0,2008
141,"Ashok Dinda
KKR",2,13,3,2,1*,2.00,4,50.00,0,0,0,0,2008
142,"Pragyan Ojha
DEC",2,13,4,2,1*,1.00,4,50.00,0,0,0,0,2008
143,"Iqbal Abdulla
KKR",1,1,1,1,1*,0.00,2,50.00,0,0,0,0,2008
144,"Srikkanth Anirudha
CSK",1,1,1,0,1,1.00,7,14.28,0,0,0,0,2008
145,"PM Sarvesh Kumar
DEC",1,2,1,1,1*,0.00,2,50.00,0,0,0,0,2008
146,"Paidikalva Vijaykumar
DEC",1,9,2,2,1*,0.00,1,100.00,0,0,0,0,2008
147,"Abdur Razzak
RCB",0,1,1,1,0*,0.00,2,0.00,0,0,0,0,2008
148,"Abhinav Mukund
CSK",0,2,1,0,0*,0.00,1,0.00,0,0,0,0,2008
149,"Lakshmipathy Balaji
CSK",0,9,1,0,0*,0.00,4,0.00,0,0,0,0,2008
150,"Munaf Patel
RR",0,15,2,2,0*,0.00,1,0.00,0,0,0,0,2008
